-1 1 -1 1 0.1 0.0001
-1.0	-1.0	-100.0
-0.9	-1.0	-100.0
-0.8	-1.0	-100.0
-0.7	-1.0	-100.0
-0.6	-1.0	-100.0
-0.5	-1.0	-100.0
-0.4	-1.0	-100.0
-0.3	-1.0	-100.0
-0.2	-1.0	-100.0
-0.1	-1.0	-100.0
0.0	-1.0	-100.0
0.1	-1.0	-100.0
0.2	-1.0	-100.0
0.3	-1.0	-100.0
0.4	-1.0	-100.0
0.5	-1.0	-100.0
0.6	-1.0	-100.0
0.7	-1.0	-100.0
0.8	-1.0	-100.0
0.9	-1.0	-100.0
1.0	-1.0	-100.0
-1.0	-1.0	-100.0
-1.0	-0.9	-100.0
-1.0	-0.8	-100.0
-1.0	-0.7	-100.0
-1.0	-0.6	-100.0
-1.0	-0.5	-100.0
-1.0	-0.4	-100.0
-1.0	-0.3	-100.0
-1.0	-0.2	-100.0
-1.0	-0.1	-100.0
-1.0	0.0	-100.0
-1.0	0.1	-100.0
-1.0	0.2	-100.0
-1.0	0.3	-100.0
-1.0	0.4	-100.0
-1.0	0.5	-100.0
-1.0	0.6	-100.0
-1.0	0.7	-100.0
-1.0	0.8	-100.0
-1.0	0.9	-100.0
-1.0	1.0	-100.0
1.0	-1.0	-100.0
1.0	-0.9	-100.0
1.0	-0.8	-100.0
1.0	-0.7	-100.0
1.0	-0.6	-100.0
1.0	-0.5	-100.0
1.0	-0.4	-100.0
1.0	-0.3	-100.0
1.0	-0.2	-100.0
1.0	-0.1	-100.0
1.0	0.0	-100.0
1.0	0.1	-100.0
1.0	0.2	-100.0
1.0	0.3	-100.0
1.0	0.4	-100.0
1.0	0.5	-100.0
1.0	0.6	-100.0
1.0	0.7	-100.0
1.0	0.8	-100.0
1.0	0.9	-100.0
1.0	1.0	-100.0
-1.0	1.0	100.0
-0.9	1.0	100.0
-0.8	1.0	100.0
-0.7	1.0	100.0
-0.6	1.0	100.0
-0.5	1.0	100.0
-0.4	1.0	100.0
-0.3	1.0	100.0
-0.2	1.0	100.0
-0.1	1.0	100.0
0.0	1.0	100.0
0.1	1.0	100.0
0.2	1.0	100.0
0.3	1.0	100.0
0.4	1.0	100.0
0.5	1.0	100.0
0.6	1.0	100.0
0.7	1.0	100.0
0.8	1.0	100.0
0.9	1.0	100.0
1.0	1.0	100.0

