0 2 0 2 0.1 0.0001
0.0	0.0	-100
0.1	0.0	-100
0.2	0.0	-100
0.3	0.0	-100
0.4	0.0	-100
0.5	0.0	-100
0.6	0.0	-100
0.7	0.0	-100
0.8	0.0	-100
0.9	0.0	-100
1.0	0.0	-100
1.1	0.0	-100
1.2	0.0	-100
1.3	0.0	-100
1.4	0.0	-100
1.5	0.0	-100
1.6	0.0	-100
1.7	0.0	-100
1.8	0.0	-100
1.9	0.0	-100
2.0	0.0	-100
0.0	0.0	-100
0.0	0.1	-100
0.0	0.2	-100
0.0	0.3	-100
0.0	0.4	-100
0.0	0.5	-100
0.0	0.6	-100
0.0	0.7	-100
0.0	0.8	-100
0.0	0.9	-100
0.0	1.0	-100
0.0	1.1	-100
0.0	1.2	-100
0.0	1.3	-100
0.0	1.4	-100
0.0	1.5	-100
0.0	1.6	-100
0.0	1.7	-100
0.0	1.8	-100
0.0	1.9	-100
0.0	2.0	-100
2.0	0.0	-100
2.0	0.1	-100
2.0	0.2	-100
2.0	0.3	-100
2.0	0.4	-100
2.0	0.5	-100
2.0	0.6	-100
2.0	0.7	-100
2.0	0.8	-100
2.0	0.9	-100
2.0	1.0	-100
2.0	1.1	-100
2.0	1.2	-100
2.0	1.3	-100
2.0	1.4	-100
2.0	1.5	-100
2.0	1.6	-100
2.0	1.7	-100
2.0	1.8	-100
2.0	1.9	-100
2.0	2.0	-100
0.0	2.0	100
0.1	2.0	100
0.2	2.0	100
0.3	2.0	100
0.4	2.0	100
0.5	2.0	100
0.6	2.0	100
0.7	2.0	100
0.8	2.0	100
0.9	2.0	100
1.0	2.0	100
1.1	2.0	100
1.2	2.0	100
1.3	2.0	100
1.4	2.0	100
1.5	2.0	100
1.6	2.0	100
1.7	2.0	100
1.8	2.0	100
1.9	2.0	100
2.0	2.0	100

